Location,zillow-value,one-year-change,one-year-forcast,market-temperature,price-sqft,median-listing-price,median-sale-price,avg-days-on-market,negative-equity,delinquincy,rent-list-price,rent-sqft
gray-la,"192,562",2.1,-0.9,Nodata,Nodata,"242,500",Nodata,Nodata,Nodata,0.023,Nodata,Nodata
